run,arm,seed,step,train_win_rate,difficulty
dbase-s27,dbase,27,5440512,0.88,-1.0
dbase-s27,dbase,27,5471232,0.78,-1.0
dbase-s27,dbase,27,5501952,0.77,-1.0
dbase-s27,dbase,27,5532672,0.78,-1.0
dbase-s27,dbase,27,5563392,0.82,-1.0
dbase-s27,dbase,27,5594112,0.76,-1.0
dbase-s27,dbase,27,5624832,0.86,-1.0
dbase-s27,dbase,27,5655552,0.77,-1.0
dbase-s27,dbase,27,5686272,0.83,-1.0
dbase-s27,dbase,27,5716992,0.84,-1.0
dbase-s27,dbase,27,5747712,0.86,-1.0
dbase-s27,dbase,27,5778432,0.75,-1.0
dbase-s27,dbase,27,5809152,0.91,-1.0
dbase-s27,dbase,27,5839872,0.83,-1.0
dbase-s27,dbase,27,5870592,0.82,-1.0
dbase-s27,dbase,27,5901312,0.84,-1.0
dbase-s27,dbase,27,5932032,0.79,-1.0
dbase-s27,dbase,27,5962752,0.86,-1.0
dbase-s27,dbase,27,5993472,0.83,-1.0
dbase-s27,dbase,27,6024192,0.84,-1.0
dbase-s27,dbase,27,6054912,0.78,-1.0
dbase-s27,dbase,27,6085632,0.8,-1.0
dbase-s27,dbase,27,6116352,0.83,-1.0
dbase-s27,dbase,27,6147072,0.77,-1.0
dbase-s27,dbase,27,6177792,0.82,-1.0
dbase-s27,dbase,27,6208512,0.87,-1.0
dbase-s27,dbase,27,6239232,0.85,-1.0
dbase-s27,dbase,27,6269952,0.88,-1.0
dbase-s27,dbase,27,6300672,0.81,-1.0
dbase-s27,dbase,27,6331392,0.86,-1.0
dbase-s27,dbase,27,6362112,0.85,-1.0
dbase-s27,dbase,27,6392832,0.79,-1.0
dbase-s27,dbase,27,6423552,0.84,-1.0
dbase-s27,dbase,27,6454272,0.87,-1.0
dbase-s27,dbase,27,6484992,0.89,-1.0
dbase-s27,dbase,27,6515712,0.87,-1.0
dbase-s27,dbase,27,6546432,0.87,-1.0
dbase-s27,dbase,27,6577152,0.92,-1.0
dbase-s27,dbase,27,6607872,0.86,-1.0
dbase-s27,dbase,27,6638592,0.88,-1.0
dbase-s27,dbase,27,6669312,0.88,-1.0
dbase-s27,dbase,27,6700032,0.84,-1.0
dbase-s27,dbase,27,6730752,0.88,-1.0
dbase-s27,dbase,27,6761472,0.85,-1.0
dbase-s27,dbase,27,6792192,0.78,-1.0
dbase-s27,dbase,27,6822912,0.91,-1.0
dbase-s27,dbase,27,6853632,0.87,-1.0
dbase-s27,dbase,27,6884352,0.9,-1.0
dbase-s27,dbase,27,6915072,0.88,-1.0
dbase-s27,dbase,27,6945792,0.88,-1.0
dbase-s27,dbase,27,6976512,0.9,-1.0
dbase-s27,dbase,27,7007232,0.91,-1.0
dbase-s27,dbase,27,7037952,0.87,-1.0
dbase-s27,dbase,27,7068672,0.89,-1.0
dbase-s27,dbase,27,7099392,0.94,-1.0
dbase-s27,dbase,27,7130112,0.93,-1.0
dbase-s27,dbase,27,7160832,0.88,-1.0
dbase-s27,dbase,27,7191552,0.86,-1.0
dbase-s27,dbase,27,7222272,0.93,-1.0
dbase-s27,dbase,27,7252992,0.9,-1.0
dbase-s27,dbase,27,7283712,0.88,-1.0
dbase-s27,dbase,27,7314432,0.9,-1.0
dbase-s27,dbase,27,7345152,0.89,-1.0
dbase-s27,dbase,27,7375872,0.93,-1.0
dbase-s27,dbase,27,7406592,0.91,-1.0
