run,arm,seed,step,train_win_rate,difficulty
fix095-s27,fix095,27,4457472,0.7,-0.95
fix095-s27,fix095,27,4488192,0.67,-0.95
fix095-s27,fix095,27,4518912,0.57,-0.95
fix095-s27,fix095,27,4549632,0.56,-0.95
fix095-s27,fix095,27,4580352,0.59,-0.95
fix095-s27,fix095,27,4611072,0.64,-0.95
fix095-s27,fix095,27,4641792,0.69,-0.95
fix095-s27,fix095,27,4672512,0.59,-0.95
fix095-s27,fix095,27,4703232,0.53,-0.95
fix095-s27,fix095,27,4733952,0.53,-0.95
fix095-s27,fix095,27,4764672,0.51,-0.95
fix095-s27,fix095,27,4795392,0.58,-0.95
fix095-s27,fix095,27,4826112,0.61,-0.95
fix095-s27,fix095,27,4856832,0.66,-0.95
fix095-s27,fix095,27,4887552,0.7,-0.95
fix095-s27,fix095,27,4918272,0.64,-0.95
fix095-s27,fix095,27,4948992,0.7,-0.95
fix095-s27,fix095,27,4979712,0.7,-0.95
fix095-s27,fix095,27,5010432,0.7,-0.95
fix095-s27,fix095,27,5041152,0.6,-0.95
fix095-s27,fix095,27,5071872,0.71,-0.95
fix095-s27,fix095,27,5102592,0.62,-0.95
fix095-s27,fix095,27,5133312,0.6,-0.95
fix095-s27,fix095,27,5164032,0.65,-0.95
fix095-s27,fix095,27,5194752,0.67,-0.95
fix095-s27,fix095,27,5225472,0.68,-0.95
fix095-s27,fix095,27,5256192,0.7,-0.95
fix095-s27,fix095,27,5286912,0.72,-0.95
fix095-s27,fix095,27,5317632,0.65,-0.95
fix095-s27,fix095,27,5348352,0.73,-0.95
fix095-s27,fix095,27,5379072,0.67,-0.95
fix095-s27,fix095,27,5409792,0.69,-0.95
fix095-s27,fix095,27,5440512,0.66,-0.95
fix095-s27,fix095,27,5471232,0.71,-0.95
fix095-s27,fix095,27,5501952,0.66,-0.95
fix095-s27,fix095,27,5532672,0.74,-0.95
fix095-s27,fix095,27,5563392,0.75,-0.95
fix095-s27,fix095,27,5594112,0.67,-0.95
fix095-s27,fix095,27,5624832,0.74,-0.95
fix095-s27,fix095,27,5655552,0.67,-0.95
fix095-s27,fix095,27,5686272,0.67,-0.95
fix095-s27,fix095,27,5716992,0.77,-0.95
fix095-s27,fix095,27,5747712,0.79,-0.95
fix095-s27,fix095,27,5778432,0.71,-0.95
fix095-s27,fix095,27,5809152,0.74,-0.95
fix095-s27,fix095,27,5839872,0.79,-0.95
fix095-s27,fix095,27,5870592,0.77,-0.95
fix095-s27,fix095,27,5901312,0.73,-0.95
fix095-s27,fix095,27,5932032,0.74,-0.95
fix095-s27,fix095,27,5962752,0.74,-0.95
fix095-s27,fix095,27,5993472,0.74,-0.95
fix095-s27,fix095,27,6024192,0.7,-0.95
fix095-s27,fix095,27,6054912,0.79,-0.95
fix095-s27,fix095,27,6085632,0.69,-0.95
fix095-s27,fix095,27,6116352,0.72,-0.95
fix095-s27,fix095,27,6147072,0.78,-0.95
fix095-s27,fix095,27,6177792,0.79,-0.95
fix095-s27,fix095,27,6208512,0.72,-0.95
fix095-s27,fix095,27,6239232,0.76,-0.95
fix095-s27,fix095,27,6269952,0.8,-0.95
fix095-s27,fix095,27,6300672,0.8,-0.95
fix095-s27,fix095,27,6331392,0.77,-0.95
fix095-s27,fix095,27,6362112,0.76,-0.95
fix095-s27,fix095,27,6392832,0.78,-0.95
fix095-s27,fix095,27,6423552,0.7,-0.95
fix095-s27,fix095,27,6454272,0.79,-0.95
fix095-s27,fix095,27,6484992,0.76,-0.95
fix095-s27,fix095,27,6515712,0.74,-0.95
fix095-s27,fix095,27,6546432,0.82,-0.95
fix095-s27,fix095,27,6577152,0.76,-0.95
fix095-s27,fix095,27,6607872,0.74,-0.95
fix095-s27,fix095,27,6638592,0.75,-0.95
fix095-s27,fix095,27,6669312,0.81,-0.95
fix095-s27,fix095,27,6700032,0.79,-0.95
fix095-s27,fix095,27,6730752,0.8,-0.95
fix095-s27,fix095,27,6761472,0.75,-0.95
fix095-s27,fix095,27,6792192,0.88,-0.95
fix095-s27,fix095,27,6822912,0.83,-0.95
fix095-s27,fix095,27,6853632,0.77,-0.95
fix095-s27,fix095,27,6884352,0.82,-0.95
fix095-s27,fix095,27,6915072,0.79,-0.95
fix095-s27,fix095,27,6945792,0.76,-0.95
fix095-s27,fix095,27,6976512,0.81,-0.95
