run,arm,seed,step,train_win_rate,difficulty
fs-on-s27,fs-on,27,1262592,0.14,-1.0
fs-on-s27,fs-on,27,1293312,0.11,-1.0
fs-on-s27,fs-on,27,1324032,0.1,-1.0
fs-on-s27,fs-on,27,1354752,0.13,-1.0
fs-on-s27,fs-on,27,1385472,0.11,-1.0
fs-on-s27,fs-on,27,1416192,0.2,-1.0
fs-on-s27,fs-on,27,1446912,0.15,-1.0
fs-on-s27,fs-on,27,1477632,0.1,-1.0
fs-on-s27,fs-on,27,1508352,0.08,-1.0
fs-on-s27,fs-on,27,1539072,0.12,-1.0
fs-on-s27,fs-on,27,1569792,0.13,-1.0
fs-on-s27,fs-on,27,1600512,0.15,-1.0
fs-on-s27,fs-on,27,1631232,0.1,-1.0
fs-on-s27,fs-on,27,1661952,0.21,-1.0
fs-on-s27,fs-on,27,1692672,0.11,-1.0
fs-on-s27,fs-on,27,1723392,0.18,-1.0
fs-on-s27,fs-on,27,1754112,0.15,-1.0
fs-on-s27,fs-on,27,1784832,0.14,-1.0
fs-on-s27,fs-on,27,1815552,0.17,-1.0
fs-on-s27,fs-on,27,1846272,0.11,-1.0
fs-on-s27,fs-on,27,1876992,0.13,-1.0
fs-on-s27,fs-on,27,1907712,0.1,-1.0
fs-on-s27,fs-on,27,1938432,0.13,-1.0
fs-on-s27,fs-on,27,1969152,0.12,-1.0
fs-on-s27,fs-on,27,1999872,0.18,-1.0
fs-on-s27,fs-on,27,2030592,0.17,-1.0
fs-on-s27,fs-on,27,2061312,0.17,-1.0
fs-on-s27,fs-on,27,2092032,0.14,-1.0
fs-on-s27,fs-on,27,2122752,0.19,-1.0
fs-on-s27,fs-on,27,2153472,0.16,-1.0
fs-on-s27,fs-on,27,2184192,0.21,-1.0
fs-on-s27,fs-on,27,2214912,0.22,-1.0
fs-on-s27,fs-on,27,2245632,0.23,-1.0
fs-on-s27,fs-on,27,2276352,0.24,-1.0
fs-on-s27,fs-on,27,2307072,0.19,-1.0
fs-on-s27,fs-on,27,2337792,0.22,-1.0
fs-on-s27,fs-on,27,2368512,0.27,-1.0
fs-on-s27,fs-on,27,2399232,0.24,-1.0
fs-on-s27,fs-on,27,2429952,0.19,-1.0
fs-on-s27,fs-on,27,2460672,0.23,-1.0
fs-on-s27,fs-on,27,2491392,0.22,-1.0
fs-on-s27,fs-on,27,2522112,0.27,-1.0
fs-on-s27,fs-on,27,2552832,0.25,-1.0
fs-on-s27,fs-on,27,2583552,0.25,-1.0
fs-on-s27,fs-on,27,2614272,0.17,-1.0
fs-on-s27,fs-on,27,2644992,0.23,-1.0
fs-on-s27,fs-on,27,2675712,0.27,-1.0
fs-on-s27,fs-on,27,2706432,0.27,-1.0
fs-on-s27,fs-on,27,2737152,0.29,-1.0
fs-on-s27,fs-on,27,2767872,0.36,-1.0
fs-on-s27,fs-on,27,2798592,0.24,-1.0
fs-on-s27,fs-on,27,2829312,0.19,-1.0
fs-on-s27,fs-on,27,2860032,0.25,-1.0
fs-on-s27,fs-on,27,2890752,0.27,-1.0
fs-on-s27,fs-on,27,2921472,0.26,-1.0
fs-on-s27,fs-on,27,2952192,0.36,-1.0
fs-on-s27,fs-on,27,2982912,0.36,-1.0
fs-on-s27,fs-on,27,3013632,0.28,-1.0
fs-on-s27,fs-on,27,3044352,0.25,-1.0
fs-on-s27,fs-on,27,3075072,0.28,-1.0
fs-on-s27,fs-on,27,3105792,0.37,-1.0
fs-on-s27,fs-on,27,3136512,0.35,-1.0
fs-on-s27,fs-on,27,3167232,0.36,-1.0
fs-on-s27,fs-on,27,3197952,0.33,-1.0
fs-on-s27,fs-on,27,3228672,0.4,-1.0
fs-on-s27,fs-on,27,3259392,0.27,-1.0
fs-on-s27,fs-on,27,3290112,0.34,-1.0
fs-on-s27,fs-on,27,3320832,0.37,-1.0
fs-on-s27,fs-on,27,3351552,0.37,-1.0
fs-on-s27,fs-on,27,3382272,0.4,-1.0
fs-on-s27,fs-on,27,3412992,0.44,-1.0
fs-on-s27,fs-on,27,3443712,0.4,-1.0
fs-on-s27,fs-on,27,3474432,0.36,-1.0
fs-on-s27,fs-on,27,3505152,0.39,-1.0
fs-on-s27,fs-on,27,3535872,0.44,-1.0
fs-on-s27,fs-on,27,3566592,0.39,-1.0
fs-on-s27,fs-on,27,3597312,0.41,-1.0
fs-on-s27,fs-on,27,3628032,0.44,-1.0
fs-on-s27,fs-on,27,3658752,0.48,-1.0
fs-on-s27,fs-on,27,3689472,0.46,-1.0
fs-on-s27,fs-on,27,3720192,0.49,-1.0
fs-on-s27,fs-on,27,3750912,0.44,-1.0
fs-on-s27,fs-on,27,3781632,0.4,-1.0
fs-on-s27,fs-on,27,3812352,0.48,-1.0
fs-on-s27,fs-on,27,3843072,0.47,-1.0
fs-on-s27,fs-on,27,3873792,0.53,-1.0
fs-on-s27,fs-on,27,3904512,0.43,-1.0
fs-on-s27,fs-on,27,3935232,0.51,-1.0
fs-on-s27,fs-on,27,3965952,0.41,-1.0
fs-on-s27,fs-on,27,3996672,0.43,-1.0
fs-on-s27,fs-on,27,4027392,0.55,-1.0
fs-on-s27,fs-on,27,4058112,0.57,-0.989
fs-on-s27,fs-on,27,4088832,0.58,-0.989
fs-on-s27,fs-on,27,4119552,0.5,-0.989
fs-on-s27,fs-on,27,4150272,0.52,-0.989
fs-on-s27,fs-on,27,4180992,0.53,-1.0
fs-on-s27,fs-on,27,4211712,0.47,-1.0
fs-on-s27,fs-on,27,4242432,0.51,-0.984
fs-on-s27,fs-on,27,4273152,0.53,-0.984
fs-on-s27,fs-on,27,4303872,0.47,-0.972
fs-on-s27,fs-on,27,4334592,0.54,-0.972
fs-on-s27,fs-on,27,4365312,0.56,-0.972
fs-on-s27,fs-on,27,4396032,0.52,-0.936
fs-on-s27,fs-on,27,4426752,0.58,-0.936
fs-on-s27,fs-on,27,4457472,0.49,-0.923
fs-on-s27,fs-on,27,4488192,0.62,-0.897
fs-on-s27,fs-on,27,4518912,0.52,-0.869
fs-on-s27,fs-on,27,4549632,0.59,-0.842
fs-on-s27,fs-on,27,4580352,0.55,-0.831
fs-on-s27,fs-on,27,4611072,0.53,-0.786
fs-on-s27,fs-on,27,4641792,0.51,-0.761
fs-on-s27,fs-on,27,4672512,0.59,-0.761
fs-on-s27,fs-on,27,4703232,0.44,-0.749
fs-on-s27,fs-on,27,4733952,0.52,-0.749
fs-on-s27,fs-on,27,4764672,0.61,-0.736
fs-on-s27,fs-on,27,4795392,0.49,-0.725
fs-on-s27,fs-on,27,4826112,0.55,-0.712
fs-on-s27,fs-on,27,4856832,0.62,-0.712
fs-on-s27,fs-on,27,4887552,0.54,-0.689
fs-on-s27,fs-on,27,4918272,0.59,-0.677
fs-on-s27,fs-on,27,4948992,0.59,-0.677
fs-on-s27,fs-on,27,4979712,0.52,-0.677
fs-on-s27,fs-on,27,5010432,0.63,-0.661
fs-on-s27,fs-on,27,5041152,0.54,-0.633
fs-on-s27,fs-on,27,5071872,0.55,-0.633
fs-on-s27,fs-on,27,5102592,0.54,-0.61
fs-on-s27,fs-on,27,5133312,0.63,-0.596
fs-on-s27,fs-on,27,5164032,0.65,-0.567
fs-on-s27,fs-on,27,5194752,0.61,-0.513
fs-on-s27,fs-on,27,5225472,0.52,-0.439
fs-on-s27,fs-on,27,5256192,0.46,-0.425
fs-on-s27,fs-on,27,5286912,0.61,-0.409
fs-on-s27,fs-on,27,5317632,0.52,-0.381
fs-on-s27,fs-on,27,5348352,0.57,-0.365
fs-on-s27,fs-on,27,5379072,0.53,-0.365
fs-on-s27,fs-on,27,5409792,0.56,-0.336
fs-on-s27,fs-on,27,5440512,0.46,-0.336
fs-on-s27,fs-on,27,5471232,0.55,-0.306
fs-on-s27,fs-on,27,5501952,0.68,-0.278
fs-on-s27,fs-on,27,5532672,0.58,-0.249
fs-on-s27,fs-on,27,5563392,0.49,-0.226
fs-on-s27,fs-on,27,5594112,0.52,-0.213
fs-on-s27,fs-on,27,5624832,0.51,-0.202
fs-on-s27,fs-on,27,5655552,0.67,-0.177
fs-on-s27,fs-on,27,5686272,0.55,-0.135
fs-on-s27,fs-on,27,5716992,0.6,-0.099
fs-on-s27,fs-on,27,5747712,0.63,-0.06
fs-on-s27,fs-on,27,5778432,0.57,-0.034
fs-on-s27,fs-on,27,5809152,0.56,-0.034
fs-on-s27,fs-on,27,5839872,0.49,-0.016
fs-on-s27,fs-on,27,5870592,0.51,0.011
fs-on-s27,fs-on,27,5901312,0.53,0.022
fs-on-s27,fs-on,27,5932032,0.45,0.022
fs-on-s27,fs-on,27,5962752,0.48,0.022
fs-on-s27,fs-on,27,5993472,0.46,0.022
fs-on-s27,fs-on,27,6024192,0.49,0.022
fs-on-s27,fs-on,27,6054912,0.49,0.022
fs-on-s27,fs-on,27,6085632,0.62,0.01
fs-on-s27,fs-on,27,6116352,0.44,0.01
fs-on-s27,fs-on,27,6147072,0.56,0.01
fs-on-s27,fs-on,27,6177792,0.44,0.022
fs-on-s27,fs-on,27,6208512,0.52,0.033
fs-on-s27,fs-on,27,6239232,0.5,0.033
fs-on-s27,fs-on,27,6269952,0.52,0.033
fs-on-s27,fs-on,27,6300672,0.43,0.022
fs-on-s27,fs-on,27,6331392,0.48,0.033
fs-on-s27,fs-on,27,6362112,0.52,0.019
fs-on-s27,fs-on,27,6392832,0.52,0.041
fs-on-s27,fs-on,27,6423552,0.49,0.03
fs-on-s27,fs-on,27,6454272,0.57,0.018
fs-on-s27,fs-on,27,6484992,0.52,0.032
fs-on-s27,fs-on,27,6515712,0.49,0.032
fs-on-s27,fs-on,27,6546432,0.44,0.032
fs-on-s27,fs-on,27,6577152,0.52,0.032
fs-on-s27,fs-on,27,6607872,0.46,0.032
fs-on-s27,fs-on,27,6638592,0.54,0.032
fs-on-s27,fs-on,27,6669312,0.42,0.043
fs-on-s27,fs-on,27,6700032,0.44,0.041
fs-on-s27,fs-on,27,6730752,0.45,0.041
fs-on-s27,fs-on,27,6761472,0.59,0.018
fs-on-s27,fs-on,27,6792192,0.61,0.031
fs-on-s27,fs-on,27,6822912,0.45,0.042
fs-on-s27,fs-on,27,6853632,0.52,0.042
fs-on-s27,fs-on,27,6884352,0.45,0.042
fs-on-s27,fs-on,27,6915072,0.55,0.044
fs-on-s27,fs-on,27,6945792,0.43,0.044
fs-on-s27,fs-on,27,6976512,0.56,0.044
fs-on-s27,fs-on,27,7007232,0.62,0.044
fs-on-s27,fs-on,27,7037952,0.48,0.056
fs-on-s27,fs-on,27,7068672,0.48,0.056
fs-on-s27,fs-on,27,7099392,0.52,0.056
fs-on-s27,fs-on,27,7130112,0.52,0.044
fs-on-s27,fs-on,27,7160832,0.52,0.033
fs-on-s27,fs-on,27,7191552,0.58,0.045
fs-on-s27,fs-on,27,7222272,0.49,0.045
fs-on-s27,fs-on,27,7252992,0.62,0.045
fs-on-s27,fs-on,27,7283712,0.58,0.07
fs-on-s27,fs-on,27,7314432,0.5,0.07
fs-on-s27,fs-on,27,7345152,0.5,0.059
fs-on-s27,fs-on,27,7375872,0.57,0.043
fs-on-s27,fs-on,27,7406592,0.49,0.056
fs-on-s27,fs-on,27,7437312,0.48,0.073
fs-on-s27,fs-on,27,7468032,0.45,0.073
fs-on-s27,fs-on,27,7498752,0.43,0.059
fs-on-s27,fs-on,27,7529472,0.54,0.059
fs-on-s27,fs-on,27,7560192,0.41,0.063
fs-on-s27,fs-on,27,7590912,0.46,0.074
fs-on-s27,fs-on,27,7621632,0.5,0.061
fs-on-s27,fs-on,27,7652352,0.52,0.061
fs-on-s27,fs-on,27,7683072,0.52,0.049
fs-on-s27,fs-on,27,7713792,0.55,0.049
fs-on-s27,fs-on,27,7744512,0.54,0.063
fs-on-s27,fs-on,27,7775232,0.44,0.079
fs-on-s27,fs-on,27,7805952,0.42,0.079
fs-on-s27,fs-on,27,7836672,0.4,0.079
fs-on-s27,fs-on,27,7867392,0.46,0.067
fs-on-s27,fs-on,27,7898112,0.53,0.056
fs-on-s27,fs-on,27,7928832,0.49,0.056
fs-on-s27,fs-on,27,7959552,0.48,0.07
fs-on-s27,fs-on,27,7990272,0.47,0.07
fs-on-s27,fs-on,27,8020992,0.51,0.07
fs-on-s27,fs-on,27,8051712,0.46,0.07
fs-on-s27,fs-on,27,8082432,0.54,0.07
fs-on-s27,fs-on,27,8113152,0.44,0.07
fs-on-s27,fs-on,27,8143872,0.54,0.07
fs-on-s27,fs-on,27,8174592,0.57,0.058
fs-on-s27,fs-on,27,8205312,0.42,0.058
fs-on-s27,fs-on,27,8236032,0.56,0.058
fs-on-s27,fs-on,27,8266752,0.47,0.072
fs-on-s27,fs-on,27,8297472,0.58,0.072
fs-on-s27,fs-on,27,8328192,0.53,0.072
fs-on-s27,fs-on,27,8358912,0.52,0.072
fs-on-s27,fs-on,27,8389632,0.48,0.058
fs-on-s27,fs-on,27,8420352,0.47,0.058
fs-on-s27,fs-on,27,8451072,0.57,0.058
fs-on-s27,fs-on,27,8481792,0.46,0.058
fs-on-s27,fs-on,27,8512512,0.5,0.058
fs-on-s27,fs-on,27,8543232,0.53,0.058
fs-on-s27,fs-on,27,8573952,0.58,0.069
fs-on-s27,fs-on,27,8604672,0.65,0.069
fs-on-s27,fs-on,27,8635392,0.44,0.073
fs-on-s27,fs-on,27,8666112,0.42,0.073
fs-on-s27,fs-on,27,8696832,0.64,0.059
fs-on-s27,fs-on,27,8727552,0.46,0.073
fs-on-s27,fs-on,27,8758272,0.42,0.073
fs-on-s27,fs-on,27,8788992,0.38,0.073
fs-on-s27,fs-on,27,8819712,0.55,0.074
fs-on-s27,fs-on,27,8850432,0.52,0.072
fs-on-s27,fs-on,27,8881152,0.54,0.084
fs-on-s27,fs-on,27,8911872,0.54,0.084
fs-on-s27,fs-on,27,8942592,0.49,0.084
fs-on-s27,fs-on,27,8973312,0.51,0.084
fs-on-s27,fs-on,27,9004032,0.4,0.084
fs-on-s27,fs-on,27,9034752,0.36,0.073
fs-on-s27,fs-on,27,9065472,0.64,0.059
fs-on-s27,fs-on,27,9096192,0.47,0.073
fs-on-s27,fs-on,27,9126912,0.48,0.073
fs-on-s27,fs-on,27,9157632,0.59,0.073
fs-on-s27,fs-on,27,9188352,0.6,0.073
fs-on-s27,fs-on,27,9219072,0.52,0.073
fs-on-s27,fs-on,27,9249792,0.45,0.087
fs-on-s27,fs-on,27,9280512,0.48,0.076
fs-on-s27,fs-on,27,9311232,0.48,0.087
fs-on-s27,fs-on,27,9341952,0.41,0.098
fs-on-s27,fs-on,27,9372672,0.43,0.098
fs-on-s27,fs-on,27,9403392,0.5,0.087
fs-on-s27,fs-on,27,9434112,0.48,0.098
fs-on-s27,fs-on,27,9464832,0.4,0.086
fs-on-s27,fs-on,27,9495552,0.51,0.086
fs-on-s27,fs-on,27,9526272,0.53,0.086
fs-on-s27,fs-on,27,9556992,0.54,0.086
fs-on-s27,fs-on,27,9587712,0.52,0.086
fs-on-s27,fs-on,27,9618432,0.51,0.086
fs-on-s27,fs-on,27,9649152,0.57,0.097
fs-on-s27,fs-on,27,9679872,0.49,0.097
fs-on-s27,fs-on,27,9710592,0.46,0.097
fs-on-s27,fs-on,27,9741312,0.46,0.108
fs-on-s27,fs-on,27,9772032,0.52,0.108
fs-on-s27,fs-on,27,9802752,0.53,0.107
fs-on-s27,fs-on,27,9833472,0.45,0.107
fs-on-s27,fs-on,27,9864192,0.43,0.107
fs-on-s27,fs-on,27,9894912,0.49,0.107
fs-on-s27,fs-on,27,9925632,0.45,0.107
fs-on-s27,fs-on,27,9956352,0.45,0.107
fs-on-s27,fs-on,27,9987072,0.45,0.107
fs-on-s27,fs-on,27,10017792,0.49,0.107
fs-on-s27,fs-on,27,10048512,0.52,0.094
fs-on-s27,fs-on,27,10079232,0.58,0.107
fs-on-s27,fs-on,27,10109952,0.52,0.107
fs-on-s27,fs-on,27,10140672,0.48,0.107
fs-on-s27,fs-on,27,10171392,0.46,0.107
fs-on-s27,fs-on,27,10202112,0.49,0.107
fs-on-s27,fs-on,27,10232832,0.59,0.107
fs-on-s27,fs-on,27,10263552,0.44,0.107
fs-on-s27,fs-on,27,10294272,0.46,0.118
fs-on-s27,fs-on,27,10324992,0.52,0.118
fs-on-s27,fs-on,27,10355712,0.46,0.103
fs-on-s27,fs-on,27,10386432,0.51,0.115
fs-on-s27,fs-on,27,10417152,0.45,0.102
fs-on-s27,fs-on,27,10447872,0.45,0.091
fs-on-s27,fs-on,27,10478592,0.53,0.091
fs-on-s27,fs-on,27,10509312,0.48,0.091
fs-on-s27,fs-on,27,10540032,0.47,0.095
fs-on-s27,fs-on,27,10570752,0.53,0.099
fs-on-s27,fs-on,27,10601472,0.51,0.099
fs-on-s27,fs-on,27,10632192,0.51,0.099
fs-on-s27,fs-on,27,10662912,0.56,0.099
fs-on-s27,fs-on,27,10693632,0.55,0.088
fs-on-s27,fs-on,27,10724352,0.5,0.099
fs-on-s27,fs-on,27,10755072,0.54,0.11
fs-on-s27,fs-on,27,10785792,0.51,0.11
fs-on-s27,fs-on,27,10816512,0.47,0.11
fs-on-s27,fs-on,27,10847232,0.45,0.11
fs-on-s27,fs-on,27,10877952,0.48,0.11
fs-on-s27,fs-on,27,10908672,0.54,0.099
fs-on-s27,fs-on,27,10939392,0.44,0.11
fs-on-s27,fs-on,27,10970112,0.49,0.11
fs-on-s27,fs-on,27,11000832,0.55,0.11
fs-on-s27,fs-on,27,11031552,0.45,0.11
fs-on-s27,fs-on,27,11062272,0.53,0.11
fs-on-s27,fs-on,27,11092992,0.54,0.11
fs-on-s27,fs-on,27,11123712,0.53,0.11
fs-on-s27,fs-on,27,11154432,0.62,0.11
fs-on-s27,fs-on,27,11185152,0.39,0.122
fs-on-s27,fs-on,27,11215872,0.57,0.111
fs-on-s27,fs-on,27,11246592,0.52,0.111
fs-on-s27,fs-on,27,11277312,0.41,0.111
fs-on-s27,fs-on,27,11308032,0.54,0.111
fs-on-s27,fs-on,27,11338752,0.52,0.111
fs-on-s27,fs-on,27,11369472,0.55,0.111
fs-on-s27,fs-on,27,11400192,0.57,0.111
fs-on-s27,fs-on,27,11430912,0.54,0.1
fs-on-s27,fs-on,27,11461632,0.52,0.111
fs-on-s27,fs-on,27,11492352,0.56,0.122
fs-on-s27,fs-on,27,11523072,0.46,0.122
fs-on-s27,fs-on,27,11553792,0.54,0.122
fs-on-s27,fs-on,27,11584512,0.52,0.104
fs-on-s27,fs-on,27,11615232,0.53,0.115
fs-on-s27,fs-on,27,11645952,0.45,0.129
fs-on-s27,fs-on,27,11676672,0.54,0.129
fs-on-s27,fs-on,27,11707392,0.51,0.129
fs-on-s27,fs-on,27,11738112,0.46,0.129
fs-on-s27,fs-on,27,11768832,0.6,0.126
fs-on-s27,fs-on,27,11799552,0.54,0.113
fs-on-s27,fs-on,27,11830272,0.49,0.124
fs-on-s27,fs-on,27,11860992,0.58,0.124
fs-on-s27,fs-on,27,11891712,0.56,0.124
fs-on-s27,fs-on,27,11922432,0.48,0.124
fs-on-s27,fs-on,27,11953152,0.5,0.124
fs-on-s27,fs-on,27,11983872,0.48,0.136
fs-on-s27,fs-on,27,12014592,0.5,0.136
fs-on-s27,fs-on,27,12045312,0.37,0.136
fs-on-s27,fs-on,27,12076032,0.48,0.123
fs-on-s27,fs-on,27,12106752,0.45,0.123
fs-on-s27,fs-on,27,12137472,0.58,0.123
fs-on-s27,fs-on,27,12168192,0.54,0.123
fs-on-s27,fs-on,27,12198912,0.53,0.123
fs-on-s27,fs-on,27,12229632,0.51,0.123
fs-on-s27,fs-on,27,12260352,0.44,0.139
fs-on-s27,fs-on,27,12291072,0.54,0.139
fs-on-s27,fs-on,27,12321792,0.42,0.15
fs-on-s27,fs-on,27,12352512,0.42,0.15
fs-on-s27,fs-on,27,12383232,0.46,0.138
fs-on-s27,fs-on,27,12413952,0.54,0.15
fs-on-s27,fs-on,27,12444672,0.52,0.15
fs-on-s27,fs-on,27,12475392,0.49,0.138
fs-on-s27,fs-on,27,12506112,0.49,0.138
fs-on-s27,fs-on,27,12536832,0.56,0.138
fs-on-s27,fs-on,27,12567552,0.47,0.138
fs-on-s27,fs-on,27,12598272,0.5,0.138
fs-on-s27,fs-on,27,12628992,0.52,0.138
fs-on-s27,fs-on,27,12659712,0.52,0.149
fs-on-s27,fs-on,27,12690432,0.51,0.162
fs-on-s27,fs-on,27,12721152,0.5,0.162
fs-on-s27,fs-on,27,12751872,0.48,0.162
fs-on-s27,fs-on,27,12782592,0.47,0.162
fs-on-s27,fs-on,27,12813312,0.46,0.162
fs-on-s27,fs-on,27,12844032,0.49,0.162
fs-on-s27,fs-on,27,12874752,0.45,0.162
fs-on-s27,fs-on,27,12905472,0.47,0.162
fs-on-s27,fs-on,27,12936192,0.49,0.162
fs-on-s27,fs-on,27,12966912,0.35,0.162
fs-on-s27,fs-on,27,12997632,0.56,0.135
fs-on-s27,fs-on,27,13028352,0.48,0.149
fs-on-s27,fs-on,27,13059072,0.44,0.161
fs-on-s27,fs-on,27,13089792,0.45,0.161
fs-on-s27,fs-on,27,13120512,0.56,0.161
fs-on-s27,fs-on,27,13151232,0.48,0.161
fs-on-s27,fs-on,27,13181952,0.53,0.15
fs-on-s27,fs-on,27,13212672,0.5,0.15
fs-on-s27,fs-on,27,13243392,0.5,0.161
fs-on-s27,fs-on,27,13274112,0.51,0.161
fs-on-s27,fs-on,27,13304832,0.49,0.15
fs-on-s27,fs-on,27,13335552,0.51,0.139
fs-on-s27,fs-on,27,13366272,0.48,0.128
fs-on-s27,fs-on,27,13396992,0.58,0.128
fs-on-s27,fs-on,27,13427712,0.46,0.141
fs-on-s27,fs-on,27,13458432,0.47,0.152
fs-on-s27,fs-on,27,13489152,0.59,0.163
fs-on-s27,fs-on,27,13519872,0.52,0.147
fs-on-s27,fs-on,27,13550592,0.49,0.16
fs-on-s27,fs-on,27,13581312,0.48,0.16
fs-on-s27,fs-on,27,13612032,0.41,0.16
fs-on-s27,fs-on,27,13642752,0.52,0.16
fs-on-s27,fs-on,27,13673472,0.42,0.16
fs-on-s27,fs-on,27,13704192,0.41,0.16
fs-on-s27,fs-on,27,13734912,0.5,0.158
fs-on-s27,fs-on,27,13765632,0.44,0.158
fs-on-s27,fs-on,27,13796352,0.51,0.158
fs-on-s27,fs-on,27,13827072,0.42,0.158
fs-on-s27,fs-on,27,13857792,0.53,0.146
fs-on-s27,fs-on,27,13888512,0.54,0.157
fs-on-s27,fs-on,27,13919232,0.54,0.157
fs-on-s27,fs-on,27,13949952,0.42,0.168
fs-on-s27,fs-on,27,13980672,0.52,0.168
fs-on-s27,fs-on,27,14011392,0.5,0.168
fs-on-s27,fs-on,27,14042112,0.52,0.18
fs-on-s27,fs-on,27,14072832,0.52,0.168
fs-on-s27,fs-on,27,14103552,0.56,0.179
fs-on-s27,fs-on,27,14134272,0.4,0.19
fs-on-s27,fs-on,27,14164992,0.6,0.19
fs-on-s27,fs-on,27,14195712,0.46,0.19
fs-on-s27,fs-on,27,14226432,0.46,0.19
fs-on-s27,fs-on,27,14257152,0.45,0.178
fs-on-s27,fs-on,27,14287872,0.48,0.167
fs-on-s27,fs-on,27,14318592,0.48,0.178
fs-on-s27,fs-on,27,14349312,0.55,0.178
fs-on-s27,fs-on,27,14380032,0.54,0.178
fs-on-s27,fs-on,27,14410752,0.56,0.189
fs-on-s27,fs-on,27,14441472,0.52,0.189
fs-on-s27,fs-on,27,14472192,0.45,0.189
fs-on-s27,fs-on,27,14502912,0.44,0.189
fs-on-s27,fs-on,27,14533632,0.5,0.205
fs-on-s27,fs-on,27,14564352,0.51,0.205
fs-on-s27,fs-on,27,14595072,0.49,0.205
fs-on-s27,fs-on,27,14625792,0.42,0.205
fs-on-s27,fs-on,27,14656512,0.46,0.205
fs-on-s27,fs-on,27,14687232,0.56,0.194
fs-on-s27,fs-on,27,14717952,0.42,0.194
fs-on-s27,fs-on,27,14748672,0.43,0.194
fs-on-s27,fs-on,27,14779392,0.45,0.194
fs-on-s27,fs-on,27,14810112,0.54,0.19
fs-on-s27,fs-on,27,14840832,0.48,0.19
fs-on-s27,fs-on,27,14871552,0.47,0.19
fs-on-s27,fs-on,27,14902272,0.47,0.179
fs-on-s27,fs-on,27,14932992,0.55,0.179
fs-on-s27,fs-on,27,14963712,0.44,0.178
fs-on-s27,fs-on,27,14994432,0.42,0.178
fs-on-s27,fs-on,27,14997504,0.51,0.178
fs-on-s28,fs-on,28,3072,0.01,-1.0
fs-on-s28,fs-on,28,33792,0.0,-1.0
fs-on-s28,fs-on,28,64512,0.01,-1.0
fs-on-s28,fs-on,28,95232,0.04,-1.0
fs-on-s28,fs-on,28,125952,0.04,-1.0
fs-on-s28,fs-on,28,156672,0.04,-1.0
fs-on-s28,fs-on,28,187392,0.03,-1.0
fs-on-s28,fs-on,28,218112,0.02,-1.0
fs-on-s28,fs-on,28,248832,0.08,-1.0
fs-on-s28,fs-on,28,279552,0.05,-1.0
fs-on-s28,fs-on,28,310272,0.02,-1.0
fs-on-s28,fs-on,28,340992,0.06,-1.0
fs-on-s28,fs-on,28,371712,0.1,-1.0
fs-on-s28,fs-on,28,402432,0.09,-1.0
fs-on-s28,fs-on,28,433152,0.08,-1.0
fs-on-s28,fs-on,28,463872,0.04,-1.0
fs-on-s28,fs-on,28,494592,0.08,-1.0
fs-on-s28,fs-on,28,525312,0.05,-1.0
fs-on-s28,fs-on,28,556032,0.07,-1.0
fs-on-s28,fs-on,28,586752,0.05,-1.0
fs-on-s28,fs-on,28,617472,0.08,-1.0
