run,arm,seed,step,train_win_rate,difficulty
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,3072,0.0,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,33792,0.0,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,64512,0.01,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,95232,0.0,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,125952,0.0,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,156672,0.04,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,187392,0.04,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,218112,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,248832,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,279552,0.02,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,310272,0.09,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,340992,0.13,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,371712,0.08,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,402432,0.09,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,433152,0.07,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,463872,0.05,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,494592,0.07,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,525312,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,556032,0.11,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,586752,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,617472,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,648192,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,678912,0.12,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,709632,0.11,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,740352,0.18,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,771072,0.19,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,801792,0.07,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,832512,0.08,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,863232,0.11,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,893952,0.1,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,924672,0.11,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,955392,0.1,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,986112,0.14,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1016832,0.16,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1047552,0.09,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1078272,0.16,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1108992,0.06,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1139712,0.19,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1170432,0.11,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1201152,0.14,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1231872,0.14,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1262592,0.12,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1293312,0.13,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1324032,0.15,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1354752,0.16,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1385472,0.21,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1416192,0.14,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1446912,0.15,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1477632,0.17,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1508352,0.17,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1539072,0.23,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1569792,0.24,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1600512,0.27,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1631232,0.18,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1661952,0.16,-1.0
dir-i10-kp010-CONTROL,dir-i10-kp010-CONTROL,27,1692672,0.23,-1.0
